transcript,dxy,n,pos,n0,n4,win,win_dxy,ratio,f0
LOC_00005310-mRNA-1,0.0015643066666666666,75,62568191.0,48,9,625,0.00947589376366072,0.16508275690739116,0.8421052631578947
LOC_00005311-mRNA-1,0.005623583333333334,60,62761839.5,39,4,627,0.008393018640221867,0.6700310787329165,0.9069767441860465
LOC_00005313-mRNA-1,0.00759125,96,63588490.5,61,8,635,0.009082754765326086,0.835787180887016,0.8840579710144928
LOC_00005314-mRNA-1,0.0033938928571428575,84,63870606.5,57,8,638,0.00985860648268006,0.3442568544657265,0.8769230769230769
LOC_00005315-mRNA-1,0.002386389452332657,1479,64086333.0,960,207,640,0.010395950758057196,0.22954989955903057,0.8226221079691517
LOC_00005316-mRNA-1,0.004291944217687075,1470,64103862.5,939,207,641,0.009241117435974918,0.46443996058083686,0.819371727748691
LOC_00005321-mRNA-1,0.03344832575757576,132,65876661.5,89,4,658,0.009022217301211404,3.7073287686259437,0.956989247311828
LOC_00005322-mRNA-1,0.0006776631578947368,855,66116111.0,572,120,661,0.006981247907372,0.09706905798018485,0.8265895953757225
LOC_00005322-mRNA-2,0.0006678031496062993,762,66096322.5,511,103,660,0.008170735240369388,0.0817310964020551,0.8322475570032574
LOC_00005322-mRNA-3,0.0007511261261261261,777,66096330.0,519,107,660,0.008170735240369388,0.09192882941733511,0.829073482428115
LOC_00005323-mRNA-1,0.007849329914529916,585,66286076.0,375,77,662,0.007418070694327633,1.0581363049737518,0.8296460176991151
LOC_00005324-mRNA-1,0.0019156813008130082,615,66303692.0,400,85,663,0.01016642844832892,0.18843208414336435,0.8247422680412371
LOC_00005325-mRNA-1,0.027307732558139536,86,66501529.5,58,1,665,0.00885650923713503,3.0833516712927005,0.9830508474576272
LOC_00005327-mRNA-1,0.004950526315789474,76,67052430.5,47,15,670,0.008148320385137147,0.6075517507656457,0.7580645161290323
LOC_00005329-mRNA-1,0.052630557142857144,70,67270049.5,48,17,672,0.010524728580610076,5.000656951840022,0.7384615384615385
LOC_00005330-mRNA-1,0.0013347917133258679,1786,68019533.5,1154,291,680,0.009543852291697484,0.1398587983687727,0.7986159169550173
LOC_00005331-mRNA-1,0.0016206249999999999,96,67992805.5,61,13,679,0.008575890558900097,0.18897454309489853,0.8243243243243243
LOC_00005332-mRNA-1,0.01924823015873016,126,68088944.5,82,20,680,0.009543852291697484,2.0168197883233,0.803921568627451
LOC_00005334-mRNA-1,0.0038118076923076925,52,68836869.5,34,5,688,0.008589687210648149,0.4437655992388652,0.8717948717948718
LOC_00005336-mRNA-1,0.02137311764705882,51,68920209.0,32,9,689,0.008491053654692323,2.5171337405514587,0.7804878048780488
LOC_00005337-mRNA-1,0.007532507306889353,1437,69011468.0,918,213,690,0.011252045447023292,0.6694344901425957,0.8116710875331565
LOC_00005338-mRNA-1,0.0018732041553748873,2214,69043790.5,1437,268,690,0.011252045447023292,0.16647676764142824,0.8428152492668621
LOC_00005338-mRNA-2,0.002042186730872124,1869,69046467.0,1209,221,690,0.011252045447023292,0.18149471049393787,0.8454545454545455
LOC_00005339-mRNA-1,0.008022734186211798,1407,69077298.0,907,198,690,0.011252045447023292,0.7130022913597631,0.820814479638009
LOC_00005340-mRNA-1,0.009847466192170818,2529,69091030.0,1648,342,690,0.011252045447023292,0.875171206740544,0.828140703517588
LOC_00005341-mRNA-1,0.00492083751552795,4025,69124791.0,2572,496,691,0.012675202175491992,0.38822556416832427,0.8383311603650587
LOC_00005342-mRNA-1,0.008355301136363636,176,69171445.5,119,29,691,0.012675202175491992,0.6591848414472586,0.8040540540540541
LOC_00005344-mRNA-1,0.02003707920792079,101,69386129.0,63,13,693,0.009465039289159307,2.116956791808574,0.8289473684210527
LOC_00005345-mRNA-1,0.02608088,75,69882723.0,47,1,698,0.011889314556138066,2.1936403378725724,0.9791666666666666
LOC_00005347-mRNA-1,0.0006261146993318485,898,70318956.5,594,137,703,0.010901065589564959,0.057436100552518146,0.8125854993160054
LOC_00005348-mRNA-1,0.005407233333333333,90,70619395.5,56,10,706,0.009958982560283814,0.5429503767681301,0.8484848484848485
LOC_00005349-mRNA-1,0.0013457934782608696,920,71235115.5,602,142,712,0.008379046797726114,0.16061414988469666,0.8091397849462365
LOC_00005349-mRNA-2,0.0024314473684210526,1178,71272343.5,775,199,712,0.008379046797726114,0.29018185804629865,0.795687885010267
LOC_00005349-mRNA-3,0.003113019883040936,855,71390169.0,557,141,713,0.007989931758020683,0.3896178312056213,0.7979942693409742
LOC_00005349-mRNA-4,0.0034227752234993612,783,71390205.0,511,128,713,0.007989931758020683,0.4283860397259855,0.7996870109546166
LOC_00005350-mRNA-1,0.002491455135547919,2619,71566375.0,1699,367,715,0.009279354214647628,0.26849445316087966,0.8223620522749274
LOC_00005351-mRNA-1,0.004262245467224547,717,71896431.0,471,92,718,0.00964748079918124,0.44179880281143175,0.8365896980461812
LOC_00005352-mRNA-1,0.004187564971751412,708,72036195.5,468,90,720,0.006574391748400853,0.636950935083841,0.8387096774193549
LOC_00005354-mRNA-1,0.006826160919540229,87,73419106.0,58,13,734,0.010668538003128647,0.639840334030623,0.8169014084507042
LOC_00005355-mRNA-1,0.059340160256410264,156,74717115.5,101,23,747,0.009724467629551013,6.102150011388341,0.8145161290322581
LOC_00005356-mRNA-1,0.0006076824668705402,1962,74851588.5,1263,278,748,0.008955086429915335,0.06785891701061846,0.8195976638546398
LOC_00005356-mRNA-2,0.0006076824668705402,1962,74851588.5,1263,278,748,0.008955086429915335,0.06785891701061846,0.8195976638546398
LOC_00005356-mRNA-3,0.0005805700090334237,1107,74851269.0,719,144,748,0.008955086429915335,0.06483131274914034,0.8331402085747392
LOC_00005359-mRNA-1,0.006695736111111111,72,76596351.5,47,11,765,0.010320950656780457,0.6487518770097284,0.8103448275862069
LOC_00005360-mRNA-1,0.003349262939958592,483,77718163.0,301,70,777,0.009418591239263125,0.3556012629570944,0.8113207547169812
LOC_00005361-mRNA-1,0.005622360034453058,1161,77798170.0,768,151,777,0.009418591239263125,0.5969427796181683,0.8356909684439608
LOC_00005362-mRNA-1,0.00750004662004662,1716,77824807.5,1110,223,778,0.011025310344097407,0.6802571887749084,0.832708177044261
LOC_00005363-mRNA-1,0.0025358630303030302,825,77847641.0,528,112,778,0.011025310344097407,0.23000377777670894,0.825
LOC_00005364-mRNA-1,0.0008539072164948454,291,77859481.0,186,39,778,0.011025310344097407,0.07744972158103464,0.8266666666666667
LOC_00005365-mRNA-1,0.0020703645833333333,1152,77914493.5,749,160,779,0.006657367583865959,0.3109884736349596,0.823982398239824
LOC_00005367-mRNA-1,0.001228835497835498,231,78048859.0,147,25,780,0.006712169390969907,0.18307575781515423,0.8546511627906976
LOC_00005368-mRNA-1,0.0013491868686868688,198,78052424.5,134,27,780,0.006712169390969907,0.20100608165550357,0.8322981366459627
LOC_00005369-mRNA-1,0.001746995238095238,420,78062801.5,272,65,780,0.006712169390969907,0.26027281737638,0.8071216617210683
LOC_00005370-mRNA-1,0.0010876794055201698,942,78108198.5,605,128,781,0.006125633687083925,0.17756194070395903,0.82537517053206
LOC_00005371-mRNA-1,0.002483884910485933,1173,78164519.0,753,140,781,0.006125633687083925,0.40549027861774956,0.8432250839865622
LOC_00005371-mRNA-2,0.003032857305936073,876,78163157.5,570,103,781,0.006125633687083925,0.4951091529242011,0.8469539375928677
LOC_00005372-mRNA-1,0.0010971634860050892,1572,78189056.5,1023,224,781,0.006125633687083925,0.17911020182589274,0.8203688853247795
LOC_00005372-mRNA-2,0.0010971634860050892,1572,78189056.5,1023,224,781,0.006125633687083925,0.17911020182589274,0.8203688853247795
LOC_00005373-mRNA-1,0.0008270395299145298,936,78227438.5,615,126,782,0.006131586367451341,0.1348818201933438,0.8299595141700404
LOC_00005374-mRNA-1,0.004088687969924812,1596,78295330.5,1020,245,782,0.006131586367451341,0.6668238405038269,0.8063241106719368
LOC_00005374-mRNA-2,0.004088687969924812,1596,78295330.5,1020,245,782,0.006131586367451341,0.6668238405038269,0.8063241106719368
LOC_00005374-mRNA-3,0.0016571865443425079,654,78244976.5,420,101,782,0.006131586367451341,0.27027043982279175,0.8061420345489443
LOC_00005375-mRNA-1,0.0007607229564366129,2043,78571368.0,1322,264,785,0.005022460956459671,0.15146418519355617,0.8335435056746532
LOC_00005375-mRNA-2,0.0008153253234750461,1623,78573235.0,1049,199,785,0.005022460956459671,0.1623358211329468,0.8405448717948718
LOC_00005376-mRNA-1,0.003277499031007752,1032,78642197.5,676,153,786,0.006720875028512774,0.48765957068138077,0.8154402895054282
LOC_00005378-mRNA-1,0.0011898586903003447,2031,78723988.0,1309,290,787,0.005312793805594256,0.2239610144567345,0.8186366479049406
LOC_00005379-mRNA-1,0.0021657134231957316,7122,78776164.5,4631,940,787,0.005312793805594256,0.40764115876571055,0.8312690719798959
LOC_00005379-mRNA-2,0.0018633706214689267,885,78785442.0,575,115,787,0.005312793805594256,0.35073271985576365,0.8333333333333334
LOC_00005380-mRNA-1,0.0027080827067669172,1596,78883636.5,1025,253,788,0.008609887414598116,0.31453172107399996,0.8020344287949922
LOC_00005381-mRNA-1,0.00888221794871795,156,78901286.5,97,18,789,0.00854633178173665,1.0393017935132218,0.8434782608695652
LOC_00005383-mRNA-1,0.005555285714285715,84,79069162.5,53,8,790,0.009766961553674552,0.5687834116840248,0.8688524590163934
LOC_00005384-mRNA-1,0.0022059823529411767,510,79311801.5,336,96,793,0.010735868292479224,0.20547777718980859,0.7777777777777778
LOC_00005384-mRNA-2,0.0022441616161616167,495,79311794.0,325,93,793,0.010735868292479224,0.20903401150456685,0.777511961722488
LOC_0000SQ31826,0.0012042827309236947,1245,78112831.0,800,166,781,0.006125633687083925,0.1965972489447026,0.8281573498964804
LOC_0000SQ31849,0.0011874213836477988,1272,78112817.5,819,167,781,0.006125633687083925,0.19384466070041229,0.8306288032454361
LOC_0000SQ31872,0.0012422739018087855,1161,78112873.0,745,157,781,0.006125633687083925,0.20279924743592748,0.8259423503325942
LOC_0000SQ31894,0.004088687969924812,1596,78295330.5,1020,245,782,0.006131586367451341,0.6668238405038269,0.8063241106719368
